dataset,pipeline,query_id,query_text,elapsed_sec,ndcg@5,mrr@5,recall@5,map@5,ndcg@10,mrr@10,recall@10,map@10,ndcg@20,mrr@20,recall@20,map@20,ndcg,mrr,recall,map
NF-Corpus,BM25,PLAIN-2291,ultra-processed foods,0.003558215999873937,0.3391602052736161,1.0,0.2,0.2,0.45221360703148816,1.0,0.4,0.2571428571428571,0.45221360703148816,1.0,0.4,0.2571428571428571,0.45221360703148816,1.0,0.4,0.2571428571428571
NF-Corpus,BM25,PLAIN-2301,uterine health,0.0027236829992034473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2311,veal,0.0014893729994582827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2321,veggie chicken,0.002566193000347994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2332,viral infections,0.0027764720007326105,0.7860137352654724,1.0,0.041237113402061855,0.6433333333333333,0.5100691314582919,1.0,0.041237113402061855,0.32166666666666666,0.364691972808918,1.0,0.05154639175257732,0.17750000000000002,0.5100691314582919,1.0,0.041237113402061855,0.32166666666666666
NF-Corpus,BM25,PLAIN-2343,vitamin K,0.002712636999604001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2354,walnut oil,0.0025618359995860374,0.5087403079104241,1.0,0.4,0.3333333333333333,0.5087403079104241,1.0,0.4,0.3333333333333333,0.5087403079104241,1.0,0.4,0.3333333333333333,0.5087403079104241,1.0,0.4,0.3333333333333333
NF-Corpus,BM25,PLAIN-2364,weight gain,0.0025052159999177093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2375,whiting,0.0011735600000974955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2386,worms,0.001615991000107897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2396,Yale,0.0013708249998671818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2408,Zoloft,0.001441342999896733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2430,Preventing Brain Loss with B Vitamins?,0.0073056569999607746,0.5531464700081437,1.0,0.043478260869565216,0.4,0.43735247915031,1.0,0.06521739130434782,0.25,0.30804464838523343,1.0,0.06521739130434782,0.125,0.43735247915031,1.0,0.06521739130434782,0.25
NF-Corpus,BM25,PLAIN-2440,More Than an Apple a Day: Combating Common Diseases,0.010820249000062176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2450,Are Organic Foods Safer?,0.004740296000818489,0.48522855511632257,1.0,0.05263157894736842,0.3,0.31488013066763093,1.0,0.05263157894736842,0.15,0.29373769209935424,1.0,0.10526315789473684,0.09434984520123839,0.31488013066763093,1.0,0.05263157894736842,0.15
NF-Corpus,BM25,PLAIN-2460,Diabetes as a Disease of Fat Toxicity,0.008426995999798237,0.14606834984270645,0.25,0.03225806451612903,0.05,0.11496943328345773,0.25,0.03225806451612903,0.025,0.1364507624844414,0.25,0.0967741935483871,0.028728070175438592,0.11496943328345773,0.25,0.03225806451612903,0.025
NF-Corpus,BM25,PLAIN-2470,Is Milk Good for Our Bones?,0.007316109999919718,0.16958010263680806,0.3333333333333333,0.0136986301369863,0.06666666666666667,0.17796717146275912,0.3333333333333333,0.0273972602739726,0.06190476190476191,0.18480661007341975,0.3333333333333333,0.0547945205479452,0.05582417582417583,0.17796717146275912,0.3333333333333333,0.0273972602739726,0.06190476190476191
NF-Corpus,BM25,PLAIN-2480,Preventing Ulcerative Colitis with Diet,0.006293792000178655,0.21398626473452756,0.5,0.05555555555555555,0.1,0.24499213955129534,0.5,0.16666666666666666,0.10500000000000001,0.2921611874592871,0.5,0.3333333333333333,0.11459773170299485,0.24499213955129534,0.5,0.16666666666666666,0.10500000000000001
NF-Corpus,BM25,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,0.008108698999421904,0.6843515475204855,1.0,0.13043478260869565,0.52,0.5386485824602897,1.0,0.13043478260869565,0.26,0.4566011227475952,1.0,0.17391304347826086,0.1453846153846154,0.5386485824602897,1.0,0.13043478260869565,0.26
NF-Corpus,BM25,PLAIN-2500,The Saturated Fat Studies: Buttering Up the Public,0.008794835999651696,0.0,0.0,0.0,0.0,0.059872671137193724,0.125,0.14285714285714285,0.017857142857142856,0.2586202529422126,0.125,0.42857142857142855,0.07061688311688312,0.059872671137193724,0.125,0.14285714285714285,0.017857142857142856
NF-Corpus,BM25,PLAIN-2510,Coffee and Artery Function,0.004688373999670148,0.8539316501572937,1.0,0.08695652173913043,0.76,0.8318477135310893,1.0,0.17391304347826086,0.696111111111111,0.6149576918961231,1.0,0.1956521739130435,0.38267094017094017,0.8318477135310893,1.0,0.17391304347826086,0.696111111111111
NF-Corpus,BM25,PLAIN-2520,Caloric Restriction vs. Plant-Based Diets,0.006695284999295836,0.13863671367752411,0.25,0.0273972602739726,0.13,0.12468135197397451,0.25,0.0410958904109589,0.1025,0.12912206313908156,0.25,0.0684931506849315,0.08116071428571428,0.12468135197397451,0.25,0.0410958904109589,0.1025
NF-Corpus,BM25,PLAIN-2530,Infectobesity: Adenovirus 36 and Childhood Obesity,0.006500372000118659,1.0,1.0,0.06944444444444445,1.0,0.9276737537834677,1.0,0.1388888888888889,1.0,0.8522343616261809,1.0,0.2361111111111111,0.8314802631578948,0.9276737537834677,1.0,0.1388888888888889,1.0
NF-Corpus,BM25,PLAIN-2540,Does Cholesterol Size Matter?,0.0045390909999696305,0.3391602052736161,1.0,0.047619047619047616,0.2,0.2615385214652794,1.0,0.09523809523809523,0.12222222222222223,0.2732758681801527,1.0,0.19047619047619047,0.08474747474747475,0.2615385214652794,1.0,0.09523809523809523,0.12222222222222223
NF-Corpus,BM25,PLAIN-2550,Barriers to Heart Disease Prevention,0.00559277899992594,0.13120507751234178,0.2,0.04,0.04,0.2177688329362056,0.2,0.12,0.0819047619047619,0.16521118699063694,0.2,0.12,0.04095238095238095,0.2177688329362056,0.2,0.12,0.0819047619047619
NF-Corpus,BM25,PLAIN-2560,Childhood Constipation and Cow’s Milk,0.006465803999162745,0.8687949224876582,1.0,0.19047619047619047,0.8,0.78180487222265,1.0,0.3333333333333333,0.6468253968253967,0.7194243966577145,1.0,0.47619047619047616,0.40066833751044273,0.78180487222265,1.0,0.3333333333333333,0.6468253968253967
NF-Corpus,BM25,PLAIN-2570,Diabetics Should Take Their Pulses,0.007751191000352264,0.21398626473452756,0.5,0.025,0.1,0.15423215925316425,0.5,0.025,0.05,0.11817080303963746,0.5,0.025,0.025,0.15423215925316425,0.5,0.025,0.05
NF-Corpus,BM25,PLAIN-2580,Academy of Nutrition and Dietetics Conflicts of Interest,0.009923827000420715,0.49218519447472975,1.0,0.08695652173913043,0.3333333333333333,0.37456050428247883,1.0,0.08695652173913043,0.16666666666666666,0.30123103810667956,1.0,0.13043478260869565,0.09487179487179487,0.37456050428247883,1.0,0.08695652173913043,0.16666666666666666
NF-Corpus,BM25,PLAIN-2590,Do Vegetarians Get Enough Protein?,0.005699477999769442,0.0,0.0,0.0,0.0,0.032855541833552986,0.1,0.015873015873015872,0.01,0.07344475868861948,0.1,0.031746031746031744,0.013333333333333332,0.032855541833552986,0.1,0.015873015873015872,0.01
NF-Corpus,BM25,PLAIN-2600,Eggs and Arterial Function,0.004453790999832563,0.14041677439671904,0.2,0.1,0.04,0.1976921351711604,0.2,0.2,0.045,0.1976921351711604,0.2,0.2,0.045,0.1976921351711604,0.2,0.2,0.045
NF-Corpus,BM25,PLAIN-2610,Treating Asthma With Plants vs. Supplements?,0.006794287000047916,0.44615333764087994,1.0,0.03278688524590164,0.4,0.28952298823485745,1.0,0.03278688524590164,0.2,0.24744313677820837,1.0,0.04918032786885246,0.10833333333333332,0.28952298823485745,1.0,0.03278688524590164,0.2
NF-Corpus,BM25,PLAIN-2620,Phytates for the Treatment of Cancer,0.007162441000218678,0.404762744029787,1.0,0.03636363636363636,0.27999999999999997,0.2626633251188907,1.0,0.03636363636363636,0.13999999999999999,0.1723002820119706,1.0,0.03636363636363636,0.06999999999999999,0.2626633251188907,1.0,0.03636363636363636,0.13999999999999999
NF-Corpus,BM25,PLAIN-2630,Alkylphenol Endocrine Disruptors and Allergies,0.005275646999507444,0.6843515475204855,1.0,0.0625,0.52,0.4440973278132557,1.0,0.0625,0.26,0.4097059525361463,1.0,0.14583333333333334,0.20041281087333723,0.4440973278132557,1.0,0.0625,0.26
NF-Corpus,BM25,PLAIN-2640,Chicken Salmonella Thanks to Meat Industry Lawsuit,0.007949736000227858,0.669580102636808,1.0,0.10416666666666667,1.0,0.6009053751727895,1.0,0.16666666666666666,0.8,0.5118146925301355,1.0,0.20833333333333334,0.4609311740890688,0.6009053751727895,1.0,0.16666666666666666,0.8
NF-Corpus,BM25,PLAIN-2650,Turmeric Curcumin and Osteoarthritis,0.004236423999827821,0.5531464700081437,1.0,0.06896551724137931,0.4,0.5036067026046991,1.0,0.13793103448275862,0.29444444444444445,0.43133348235014474,1.0,0.1724137931034483,0.16805555555555557,0.5036067026046991,1.0,0.13793103448275862,0.29444444444444445
NF-Corpus,BM25,PLAIN-2660,How Long to Detox From Fish Before Pregnancy?,0.009103567999773077,0.14606834984270645,0.25,0.037037037037037035,0.05,0.1610425878239398,0.25,0.07407407407407407,0.04722222222222222,0.12036411317685194,0.25,0.1111111111111111,0.03150584795321637,0.1610425878239398,0.25,0.07407407407407407,0.04722222222222222
NF-Corpus,BM25,PLAIN-2670,Is Caramel Color Carcinogenic?,0.0045883459997639875,0.3937481555797838,1.0,0.02857142857142857,0.2,0.2996484034259831,1.0,0.02857142857142857,0.1,0.27037088246294194,1.0,0.05714285714285714,0.05588235294117647,0.2996484034259831,1.0,0.02857142857142857,0.1
NF-Corpus,BM25,PLAIN-2680,Counteracting the Effects of Dioxins Through Diet,0.007872782000049483,0.36005461457723403,0.5,0.14285714285714285,0.2,0.2705340951674102,0.5,0.14285714285714285,0.1,0.2955500723823168,0.5,0.21428571428571427,0.08673469387755102,0.2705340951674102,0.5,0.14285714285714285,0.1
NF-Corpus,BM25,PLAIN-2690,Chronic Headaches and Pork Tapeworms,0.005539865999708127,0.10699313236726378,0.5,0.023255813953488372,0.1,0.06943122193677727,0.5,0.023255813953488372,0.05,0.04986949766924433,0.5,0.023255813953488372,0.025,0.06943122193677727,0.5,0.023255813953488372,0.05
NF-Corpus,BM25,PLAIN-2700,Heart Disease Starts in Childhood,0.006060925000383577,0.24842742676916893,0.5,0.1,0.1,0.1890570933316362,0.5,0.1,0.05,0.22316760659645546,0.5,0.2,0.06,0.1890570933316362,0.5,0.1,0.05
NF-Corpus,BM25,PLAIN-2710,Artificial Food Colors and ADHD,0.0058026859996971325,0.5531464700081437,1.0,0.09523809523809523,0.4,0.5304677109628313,1.0,0.14285714285714285,0.25,0.4258016675966194,1.0,0.19047619047619047,0.1431818181818182,0.5304677109628313,1.0,0.14285714285714285,0.25
NF-Corpus,BM25,PLAIN-2720,Keeping Your Hands Warm With Citrus,0.006736985000316054,0.13120507751234178,0.2,0.027777777777777776,0.04,0.11827022936881551,0.2,0.05555555555555555,0.042222222222222223,0.13170913997964337,0.2,0.08333333333333333,0.03474747474747475,0.11827022936881551,0.2,0.05555555555555555,0.042222222222222223
NF-Corpus,BM25,PLAIN-2730,Anti-Angiogenesis: Cutting Off Tumor Supply Lines,0.007220663999760291,0.16958010263680806,0.3333333333333333,0.034482758620689655,0.06666666666666667,0.31400945942777175,0.3333333333333333,0.13793103448275862,0.14952380952380953,0.2892613406489143,0.3333333333333333,0.1724137931034483,0.09261904761904763,0.31400945942777175,0.3333333333333333,0.13793103448275862,0.14952380952380953
NF-Corpus,BM25,PLAIN-2740,Cancer Risk From CT Scan Radiation,0.007101184999555699,0.5296347172140421,0.5,0.06,0.3833333333333333,0.45545502446461517,0.5,0.08,0.23166666666666663,0.3661054915585461,0.5,0.1,0.13145833333333332,0.45545502446461517,0.5,0.08,0.23166666666666663
NF-Corpus,BM25,PLAIN-2750,Preventing the Common Cold with Probiotics?,0.0071575329993720516,0.6379365213265478,1.0,0.05084745762711865,0.6,0.5238775486533084,1.0,0.0847457627118644,0.43809523809523804,0.452529960614662,1.0,0.11864406779661017,0.2681953463203463,0.5238775486533084,1.0,0.0847457627118644,0.43809523809523804
NF-Corpus,BM25,PLAIN-2760,Eating Healthy on a Budget,0.005915497000387404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2770,Flaxseeds & Breast Cancer Survival: Clinical Evidence,0.0066670819996943465,0.5700186064347266,1.0,0.07317073170731707,0.4833333333333333,0.3820564381065627,1.0,0.07317073170731707,0.24166666666666664,0.3661802146473348,1.0,0.12195121951219512,0.15407509157509158,0.3820564381065627,1.0,0.07317073170731707,0.24166666666666664
NF-Corpus,BM25,PLAIN-2780,Do Fruit & Nut Bars Cause Weight Gain?,0.007391133999590238,0.5191875125622332,1.0,0.13636363636363635,0.55,0.39574283478664835,1.0,0.18181818181818182,0.3194444444444445,0.3281221112870098,1.0,0.22727272727272727,0.17534722222222224,0.39574283478664835,1.0,0.18181818181818182,0.3194444444444445
NF-Corpus,BM25,PLAIN-2790,Titanium Dioxide & Inflammatory Bowel Disease,0.0060258689991314895,0.8687949224876582,1.0,0.06779661016949153,0.8,0.642186726668901,1.0,0.0847457627118644,0.4833333333333333,0.5544995896042281,1.0,0.11864406779661017,0.2853318250377074,0.642186726668901,1.0,0.0847457627118644,0.4833333333333333
NF-Corpus,BM25,PLAIN-2800,Prolonged Liver Function Enhancement From Broccoli,0.006600087000151689,0.0,0.0,0.0,0.0,0.13998627114565382,0.16666666666666666,0.08333333333333333,0.03666666666666667,0.10187729301449354,0.16666666666666666,0.08333333333333333,0.018333333333333333,0.13998627114565382,0.16666666666666666,0.08333333333333333,0.03666666666666667
NF-Corpus,BM25,PLAIN-2810,Apple Juice May Be Worse Than Sugar Water,0.009365186999275465,0.0,0.0,0.0,0.0,0.05854439592831931,0.16666666666666666,0.125,0.020833333333333332,0.13460068120649432,0.16666666666666666,0.25,0.03399122807017543,0.05854439592831931,0.16666666666666666,0.125,0.020833333333333332
NF-Corpus,BM25,PLAIN-2820,Preventing Strokes with Diet,0.004717838000033225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2830,Neurobiology of Artificial Sweeteners,0.0050297289999434724,0.31939394323979897,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.31939394323979897,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.31939394323979897,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.31939394323979897,0.3333333333333333,0.3333333333333333,0.1111111111111111
NF-Corpus,BM25,PLAIN-2840,Benefits of Fenugreek Seeds,0.004974125999979151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2850,More Antibiotics In White Meat or Dark Meat?,0.009015071999783686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2860,BPA Plastic and Male Sexual Dysfunction,0.006699370000205818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25,PLAIN-2870,Filled Full of Lead,0.0047015350000947365,0.0,0.0,0.0,0.0,0.07623986638854101,0.1111111111111111,0.2,0.02222222222222222,0.07623986638854101,0.1111111111111111,0.2,0.02222222222222222,0.07623986638854101,0.1111111111111111,0.2,0.02222222222222222
NF-Corpus,BM25,PLAIN-2880,The Answer to the Pritikin Puzzle,0.006867832999887469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2890,To Snack or Not to Snack?,0.006622357999731321,0.21814917926546643,0.25,0.034482758620689655,0.05,0.15537907391531905,0.25,0.034482758620689655,0.025,0.10712989607204139,0.25,0.034482758620689655,0.0125,0.15537907391531905,0.25,0.034482758620689655,0.025
NF-Corpus,BM25,PLAIN-2900,Boosting Good Bacteria in the Colon Without Probiotics,0.011117503000605211,0.0,0.0,0.0,0.0,0.08879873949105598,0.125,0.08333333333333333,0.0125,0.08242764199139309,0.125,0.08333333333333333,0.010416666666666666,0.08879873949105598,0.125,0.08333333333333333,0.0125
NF-Corpus,BM25,PLAIN-2910,Optimal Phytosterol Dose,0.0033397909992345376,0.2755519442199235,0.5,0.06666666666666667,0.1,0.20436662668128655,0.5,0.06666666666666667,0.05,0.16842134648250637,0.5,0.06666666666666667,0.03333333333333333,0.20436662668128655,0.5,0.06666666666666667,0.05
NF-Corpus,BM25,PLAIN-2920,Human Neurotransmitters in Plants,0.004709777999778453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0647083388415595,0.05555555555555555,0.14285714285714285,0.007936507936507936,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2930,Kiwifruit for Irritable Bowel Syndrome,0.005903334000322502,0.5065267082131061,1.0,0.07142857142857142,0.2,0.3607790370815594,1.0,0.07142857142857142,0.1,0.30251016897020766,1.0,0.07142857142857142,0.07142857142857142,0.3607790370815594,1.0,0.07142857142857142,0.1
NF-Corpus,BM25,PLAIN-2940,Dietary Treatment of Crohn's Disease,0.006817675000093004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2950,Unsafe at Any Feed,0.004636835999917821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2960,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,0.010779962000015075,0.3273949503887395,0.25,0.5,0.125,0.3273949503887395,0.25,0.5,0.125,0.3273949503887395,0.25,0.5,0.125,0.3273949503887395,0.25,0.5,0.125
NF-Corpus,BM25,PLAIN-2970,Preventing Cataracts with Diet,0.004653696999412205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-2981,Cheese Mites and Maggots,0.004755089999889606,0.5065267082131061,1.0,0.14285714285714285,0.2,0.5030904516575294,1.0,0.2857142857142857,0.18367346938775508,0.5030904516575294,1.0,0.2857142857142857,0.18367346938775508,0.5030904516575294,1.0,0.2857142857142857,0.18367346938775508
NF-Corpus,BM25,PLAIN-2991,Cholesterol and Lower Back Pain,0.005478593000589171,0.3065735963827292,0.3333333333333333,0.5,0.16666666666666666,0.3065735963827292,0.3333333333333333,0.5,0.16666666666666666,0.3065735963827292,0.3333333333333333,0.5,0.16666666666666666,0.3065735963827292,0.3333333333333333,0.5,0.16666666666666666
NF-Corpus,BM25,PLAIN-3001,EPIC Findings on Lymphoma,0.004818920000616345,0.0,0.0,0.0,0.0,0.20438239758848611,0.14285714285714285,0.5,0.07142857142857142,0.20438239758848611,0.14285714285714285,0.5,0.07142857142857142,0.20438239758848611,0.14285714285714285,0.5,0.07142857142857142
NF-Corpus,BM25,PLAIN-3014,Sometimes the Enzyme Myth Is True,0.006789413000660716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3026,Vitamin C-Enriched Bacon,0.0048098320003191475,0.0,0.0,0.0,0.0,0.3010299956639812,0.1111111111111111,1.0,0.1111111111111111,0.3010299956639812,0.1111111111111111,1.0,0.1111111111111111,0.3010299956639812,0.1111111111111111,1.0,0.1111111111111111
NF-Corpus,BM25,PLAIN-3037,Out of the Lab Onto the Track,0.00728157400044438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3053,Dragon's Blood,0.003492916999675799,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666
NF-Corpus,BM25,PLAIN-3063,Better Than Goji Berries,0.004787262999343511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3074,How to Help Prevent Abdominal Aortic Aneurysms,0.009156726000583149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25,PLAIN-3085,The Difficulty of Arriving at a Vitamin D Recommendation,0.012240065000696632,0.38685280723454163,0.5,0.5,0.25,0.38685280723454163,0.5,0.5,0.25,0.38685280723454163,0.5,0.5,0.25,0.38685280723454163,0.5,0.5,0.25
NF-Corpus,BM25,PLAIN-3097,Amyloid and Apple Juice,0.006457334000515402,0.4770382338730848,1.0,0.25,0.25,0.4770382338730848,1.0,0.25,0.25,0.4770382338730848,1.0,0.25,0.25,0.4770382338730848,1.0,0.25,0.25
NF-Corpus,BM25,PLAIN-3116,Dietary Guidelines: From Dairies to Berries,0.008569308000005549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3131,Are Avocados Good for You?,0.006283220000113943,0.15232257932946242,0.2,0.16666666666666666,0.04,0.14234052824960539,0.2,0.16666666666666666,0.03333333333333333,0.14234052824960539,0.2,0.16666666666666666,0.03333333333333333,0.14234052824960539,0.2,0.16666666666666666,0.03333333333333333
NF-Corpus,BM25,PLAIN-3141,Relieving Yourself of Excess Estrogen,0.005746126999838452,0.0,0.0,0.0,0.0,0.09020315758404258,0.1111111111111111,0.029411764705882353,0.01111111111111111,0.06564681979749522,0.1111111111111111,0.029411764705882353,0.005555555555555555,0.09020315758404258,0.1111111111111111,0.029411764705882353,0.01111111111111111
NF-Corpus,BM25,PLAIN-3151,Too Much Iodine Can Be as Bad as Too Little,0.01254151000011916,0.0,0.0,0.0,0.0,0.07716607426375235,0.1,0.05555555555555555,0.01,0.16218934148613012,0.1,0.2222222222222222,0.033877995642701525,0.07716607426375235,0.1,0.05555555555555555,0.01
NF-Corpus,BM25,PLAIN-3161,Is Milk and Mucus a Myth?,0.008232305999626988,0.6045023477188619,1.0,0.046511627906976744,0.27999999999999997,0.48746978596465146,1.0,0.06976744186046512,0.1775,0.4319044343911666,1.0,0.13953488372093023,0.14145562770562772,0.48746978596465146,1.0,0.06976744186046512,0.1775
NF-Corpus,BM25,PLAIN-3171,Convergence of Evidence,0.004324334000557428,0.12663167705327652,0.3333333333333333,0.029411764705882353,0.06666666666666667,0.2014039724944524,0.3333333333333333,0.08823529411764706,0.09166666666666665,0.1715296482624333,0.3333333333333333,0.11764705882352941,0.06121794871794871,0.2014039724944524,0.3333333333333333,0.08823529411764706,0.09166666666666665
NF-Corpus,BM25,PLAIN-3181,Is Dragon Fruit Good For You?,0.00712063599985413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718221295500964,0.08333333333333333,0.07407407407407407,0.00972222222222222,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3191,Is Distilled Fish Oil Toxin-Free?,0.0068296099998406135,0.07020838719835952,0.2,0.0625,0.04,0.09681446384354929,0.2,0.125,0.042222222222222223,0.2248130619314149,0.2,0.3125,0.0748397435897436,0.09681446384354929,0.2,0.125,0.042222222222222223
NF-Corpus,BM25,PLAIN-3201,Acne & Cancer Connection,0.004890080000222952,0.19595127901151166,0.2,0.03125,0.04,0.25660478003987325,0.2,0.09375,0.08607142857142858,0.1769224305728751,0.2,0.09375,0.04303571428571429,0.25660478003987325,0.2,0.09375,0.08607142857142858
NF-Corpus,BM25,PLAIN-3211,Overdosing on Greens,0.0050851500000135275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3221,Dietary Theory of Alzheimer's,0.0056886749998739106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3231,Meat & Multiple Myeloma,0.003948780000428087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3241,Apthous Ulcer Mystery Solved,0.00446573199951672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3251,EPIC Study,0.0026893730000665528,0.0,0.0,0.0,0.0,0.060129839513593235,0.14285714285714285,0.047619047619047616,0.014285714285714285,0.1036449647883484,0.14285714285714285,0.09523809523809523,0.01380952380952381,0.060129839513593235,0.14285714285714285,0.047619047619047616,0.014285714285714285
NF-Corpus,BM25,PLAIN-3261,Update on Herbalife®,0.0037534479997702874,0.0,0.0,0.0,0.0,0.09988280114199435,0.14285714285714285,0.07692307692307693,0.014285714285714285,0.08905132174388408,0.14285714285714285,0.07692307692307693,0.010989010989010988,0.09988280114199435,0.14285714285714285,0.07692307692307693,0.014285714285714285
NF-Corpus,BM25,PLAIN-3271,Saturated Fat & Cancer Progression,0.005088101000183087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25,PLAIN-3281,Aluminum in Vaccines vs. Food,0.006507290000627108,0.43673949858938643,1.0,0.038461538461538464,0.2,0.3239134396887189,1.0,0.038461538461538464,0.1,0.25886279001397733,1.0,0.07692307692307693,0.05625,0.3239134396887189,1.0,0.038461538461538464,0.1
NF-Corpus,BM25,PLAIN-3292,Are Multivitamins Good For You?,0.005815618999804428,0.4603135832450421,1.0,0.42857142857142855,0.42000000000000004,0.5279127445637272,1.0,0.5714285714285714,0.37142857142857144,0.5279127445637272,1.0,0.5714285714285714,0.37142857142857144,0.5279127445637272,1.0,0.5714285714285714,0.37142857142857144
NF-Corpus,BM25,PLAIN-3302,Fish Fog,0.0025298070004282636,0.4130547397016814,1.0,0.05405405405405406,0.4,0.29420263302058774,1.0,0.05405405405405406,0.2,0.2326716138413333,1.0,0.08108108108108109,0.1088235294117647,0.29420263302058774,1.0,0.05405405405405406,0.2
